cohort,analysis,adjustment_set,state_definition,standardization,persistent,outcome,exposure,term,estimate,std_error,p_value,n,clusters,converged,covariates_used,estimand,death_handling,mortality_available,paired_intervals
elsa,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional],0.0872004254980471,0.0127035047878974,6.682701180933299e-12,45140,11322,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,False,45140.0
elsa,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional-minus-cognitive],0.0627197017730544,0.0166857517569355,0.000170677171472,45140,11322,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,False,45140.0
hrs,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[cognitive],0.0417332400734996,0.0055747046973907,7.090739807408865e-14,138775,29302,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,138775.0
hrs,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional],0.0851084152891317,0.0056117240705898,5.9225195765732986e-52,138775,29302,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,138775.0
hrs,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional-minus-cognitive],0.043375175215632,0.0073428179584715,3.480629591316064e-09,138775,29302,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,138775.0
hrs,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[cognitive],0.0434284428578381,0.0058089095927482,7.65152263497239e-14,138775,29302,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,138775.0
hrs,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional],0.0846126081885139,0.005567291781374,3.6367687962852704e-52,138775,29302,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,138775.0
hrs,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional-minus-cognitive],0.0411841653306757,0.0074690412012815,3.508027341937428e-08,138775,29302,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,138775.0
klosa,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[cognitive],0.0783624233912184,0.017010027010392,4.088400469436111e-06,25994,8144,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,25994.0
klosa,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional],0.1178565606100446,0.021049616976127,2.1560626170083617e-08,25994,8144,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,25994.0
klosa,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional-minus-cognitive],0.0394941372188262,0.0203970585873295,0.0528350936458931,25994,8144,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,25994.0
klosa,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[cognitive],0.0798073611258772,0.017016750850741,2.7329924999067622e-06,25994,8144,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,25994.0
klosa,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional],0.1201986048908604,0.0216073837473889,2.654061079865822e-08,25994,8144,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,25994.0
klosa,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional-minus-cognitive],0.0403912437649831,0.0208026921333127,0.0521812524390472,25994,8144,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,25994.0
mhas,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[cognitive],0.0545542436203963,0.0124796232599067,1.2341530428571364e-05,20047,11961,True,depression,paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,20047.0
mhas,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional],0.1389930427756762,0.0209308842345688,3.124682537203349e-11,20047,11961,True,depression,paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,20047.0
mhas,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional-minus-cognitive],0.0844387991552799,0.0229482919078237,0.0002336693666076,20047,11961,True,depression,paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,20047.0
mhas,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[cognitive],0.0512638288123612,0.011899238534328,1.6461795411109442e-05,20047,11961,True,depression,paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,20047.0
mhas,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional],0.1274475064544393,0.0189415914844892,1.7148268610123572e-11,20047,11961,True,depression,paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,20047.0
mhas,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional-minus-cognitive],0.076183677642078,0.0210494635281486,0.00029543603466,20047,11961,True,depression,paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,20047.0
share,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[cognitive],0.0611567577449048,0.0060834278777511,8.910393910624988e-24,96783,54824,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,96783.0
share,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional],0.0966161289083399,0.006905531768574,1.7660667050677017e-44,96783,54824,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,96783.0
share,continuous_domain_interaction,mental_health,continuous,fixed,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional-minus-cognitive],0.0354593711634351,0.0084132691329413,2.501149385595479e-05,96783,54824,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,96783.0
share,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[cognitive],0.0640513260055868,0.0060772198914037,5.675368806939103e-26,96783,54824,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,96783.0
share,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional],0.086421373201227,0.006363874852653,5.263177891877943e-42,96783,54824,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,96783.0
share,continuous_domain_interaction,mental_health,continuous,wave,False,stacked_worsening,cmm4_change_raw,cmm4_change_raw[functional-minus-cognitive],0.0223700471956402,0.0080276135463369,0.0053258054216464,96783,54824,True,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,True,96783.0
charls,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,cognitive_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.0153131981623942,0.0066617549534926,0.0215234984617802,35826,15464,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,True,
charls,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,functional_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.1518481470192148,0.0105074292351522,2.4527387869956854e-47,54868,20616,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,True,
elsa,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,cognitive_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.0246952597691603,0.0100520354484899,0.014020325490346,45148,11323,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,False,
elsa,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,functional_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.1615040616251498,0.0160353919456526,7.367424138137683e-24,46567,11586,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,False,
hrs,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,cognitive_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.2059493064989529,0.0250500968777874,2.0097785314345415e-16,154575,30667,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,True,
hrs,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,functional_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.1434818773021387,0.0065586829967932,4.3373946537797133e-106,141450,29907,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,True,
klosa,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,cognitive_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.4325411291235357,0.0959391075606323,6.528865088591445e-06,25996,8144,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,True,
klosa,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,functional_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.1677565614311737,0.0241910468956775,4.072140495152913e-12,28163,8448,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,True,
mhas,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,cognitive_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.0498674425739294,0.0099009383818587,4.7377955126819123e-07,22585,13094,True,depression,observed_interval_change,not_applicable_to_observed_interval_change,True,
mhas,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,functional_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.1284219141727747,0.0191325143594221,1.916669418090876e-11,20047,11961,True,depression,observed_interval_change,not_applicable_to_observed_interval_change,True,
share,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,cognitive_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.0484157563775196,0.004577112594049,3.777453183664254e-26,96805,54833,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,True,
share,continuous_source_metric_wave_fe,mental_health,continuous,source_total_or_fixed_reference_item_z_mean,False,functional_worsening_source_metric,cmm4_change_raw,cmm4_change_raw,0.1438917368580864,0.0081574905264308,1.2315795999771505e-69,107329,60145,True,"depression,psychiatric",observed_interval_change,not_applicable_to_observed_interval_change,True,
charls,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0388379591826466,0.0128270737587022,0.0024633183346527,22340,13296,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
charls,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1857601347458425,0.0151874652552102,2.119222911629792e-34,36342,19310,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
elsa,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0340401006551553,0.0154199509471136,0.0272766175025169,29496,10040,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,False,
elsa,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1984244401184,0.0216734704096311,5.426918136798411e-20,31508,10611,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,False,
hrs,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0455861742229063,0.006952281976903,5.4897768781022154e-11,87579,26469,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
hrs,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1357150159820062,0.0088132127824423,1.6611726027606821e-53,82762,26415,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
klosa,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0553959346983792,0.0196828677832153,0.0048864736490805,18925,7776,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
klosa,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1505976870408526,0.0276939756988188,5.390548219513678e-08,20563,8122,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
mhas,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0611532809818177,0.0117358114241024,1.8800087740315898e-07,22379,13079,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
mhas,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1489507539252701,0.0211318406315706,1.8067388195342088e-12,19866,11934,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
share,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0665505372415503,0.0079623568070844,6.371180308076911e-17,59185,40576,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
share,continuous_interval_central_cohort_iqr,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1740976351202488,0.0114848524210714,6.6176517942365074e-52,65623,44792,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
charls,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0425650636228668,0.0123893922859537,0.000591231329252,27828,15111,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
charls,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1797259530378191,0.0139355392914667,4.68266678696175e-38,44961,21190,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
elsa,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0433879626733887,0.0131004214201145,0.0009264754808033,44001,11181,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,False,
elsa,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1844004679258557,0.0175942523528128,1.0593189540199437e-25,47031,11762,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,False,
hrs,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0476673325877318,0.0056614609040636,3.7771701191575554e-17,130445,29279,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
hrs,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1481369595664145,0.0074095680763693,6.380496746065356e-89,123935,29480,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
klosa,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0775884166931836,0.0171892856207083,6.368641887022887e-06,26073,8149,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
klosa,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1793641363963314,0.0254224652390442,1.7217917385247248e-12,28262,8451,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
share,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0640534469692713,0.0065189758778781,8.727285165869118e-23,84413,51056,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
share,continuous_interval_gt_1.5_to_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1649077010812179,0.0094962594067723,1.5046962331747882e-67,93681,56202,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
charls,continuous_interval_gt_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0168081568116422,0.0169939337676345,0.3226298518380752,8030,8030,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
charls,continuous_interval_gt_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1650004077351359,0.0186303312934517,8.253097946912192e-19,13708,13708,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
elsa,continuous_interval_gt_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,-0.1644667441954058,0.1041948360910574,0.114461373527015,681,672,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,False,
elsa,continuous_interval_gt_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.4172719831411198,0.1611458575764014,0.0096141783997114,755,743,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,False,
hrs,continuous_interval_gt_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0864488437064951,0.0205690094019921,2.6355359550962704e-05,9526,8488,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
hrs,continuous_interval_gt_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.2515089792954579,0.0325107757709213,1.0245418765933821e-14,9386,8391,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
mhas,continuous_interval_gt_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0619209803445029,0.0117044274452117,1.2205613006064953e-07,22586,13094,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
mhas,continuous_interval_gt_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1476079065017866,0.0211000923613089,2.6411714781683624e-12,20048,11961,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
share,continuous_interval_gt_2.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1163859050871152,0.0236664484687243,8.754030648424789e-07,7111,7090,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
share,continuous_interval_gt_2.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.187723470629309,0.035188444249458,9.564755471846648e-08,8051,8029,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
elsa,continuous_interval_le_1.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1155686432147519,0.129646084194563,0.3727058327719875,524,513,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,False,
elsa,continuous_interval_le_1.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,-0.0919792861721058,0.1426233232263411,0.5189851529234847,590,577,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,False,
hrs,continuous_interval_le_1.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0458741851899342,0.0208144123272375,0.0275269782109009,14649,12219,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
hrs,continuous_interval_le_1.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.183172400652314,0.0246825601182593,1.1612834503034832e-13,14343,12011,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
share,continuous_interval_le_1.5y,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.0584880626686874,0.0244622904875718,0.0168049362704085,5294,5294,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
share,continuous_interval_le_1.5y,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.1427464118814838,0.0361791157586984,7.96179182986003e-05,5756,5756,True,,observed_interval_change_within_interval_subset,not_applicable_to_observed_interval_change,True,
charls,continuous_sustained_diagnosis,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,-0.0063459961281858,0.0247909230056463,0.7979657929409121,34298,15031,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
charls,continuous_sustained_diagnosis,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.1465457113974382,0.0254908604560984,8.979875867248396e-09,55608,20708,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
charls,continuous_sustained_diagnosis,base,continuous,wave,False,cognitive_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.0054733086804255,0.0249988963320256,0.8266952188434367,34298,15031,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
charls,continuous_sustained_diagnosis,base,continuous,wave,False,functional_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.1554456060191251,0.0247941284598496,3.6232023305815837e-10,55608,20708,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
elsa,continuous_sustained_diagnosis,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.0572611252615622,0.0538136638663496,0.2873001890455696,44185,11172,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,False,
elsa,continuous_sustained_diagnosis,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.3228718447508861,0.0930240345426822,0.000518826718567,47149,11743,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,False,
elsa,continuous_sustained_diagnosis,base,continuous,wave,False,cognitive_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.0548214186971778,0.0526127970764143,0.2974215120628305,44185,11172,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,False,
elsa,continuous_sustained_diagnosis,base,continuous,wave,False,functional_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.282433246574283,0.0825630679913146,0.0006243304946271,47149,11743,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,False,
hrs,continuous_sustained_diagnosis,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.0689314550572135,0.0184911493635518,0.0001931524138801,151373,30285,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
hrs,continuous_sustained_diagnosis,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.2003535097709426,0.0259149782367916,1.0654944111835836e-14,144319,30490,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
hrs,continuous_sustained_diagnosis,base,continuous,wave,False,cognitive_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.0705162264115272,0.0193561979025653,0.00026939241622,151373,30285,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
hrs,continuous_sustained_diagnosis,base,continuous,wave,False,functional_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.1986570003582775,0.0255852440765964,8.195851325898248e-15,144319,30490,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
klosa,continuous_sustained_diagnosis,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.0091403222175063,0.0671960781007001,0.8918018034575879,25646,8107,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
klosa,continuous_sustained_diagnosis,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.2701331593506066,0.1207913938927982,0.0253281353171781,27782,8413,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
klosa,continuous_sustained_diagnosis,base,continuous,wave,False,cognitive_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.0088201254044572,0.0679346838881809,0.8966990009756133,25646,8107,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
klosa,continuous_sustained_diagnosis,base,continuous,wave,False,functional_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.2841809539417541,0.1256523285325539,0.0237193486292673,27782,8413,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
mhas,continuous_sustained_diagnosis,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.0025994835350121,0.0630728720831526,0.9671253157109666,21016,12632,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
mhas,continuous_sustained_diagnosis,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.3830872091435083,0.1325598757777837,0.0038534197543152,18660,11512,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
